datetime,symbol,open,high,low,close,volume,Target
2023-03-17 06:00:00,OANDA:XAUUSD,1920.635,1920.82,1918.48,1919.59,753.0,0
2023-03-17 06:30:00,OANDA:XAUUSD,1919.59,1921.855,1918.305,1921.855,1463.0,0
2023-03-17 07:00:00,OANDA:XAUUSD,1921.855,1922.86,1920.81,1922.86,1348.0,0
2023-03-17 07:30:00,OANDA:XAUUSD,1922.86,1924.455,1922.225,1924.39,1303.0,0
2023-03-17 08:00:00,OANDA:XAUUSD,1924.39,1928.895,1924.04,1927.46,1309.0,0
2023-03-17 08:30:00,OANDA:XAUUSD,1927.46,1929.765,1927.28,1929.35,1030.0,0
2023-03-17 09:00:00,OANDA:XAUUSD,1929.35,1929.435,1927.16,1927.755,1294.0,0
2023-03-17 09:30:00,OANDA:XAUUSD,1927.755,1928.93,1927.31,1928.095,909.0,0
2023-03-17 10:00:00,OANDA:XAUUSD,1928.095,1931.06,1927.725,1931.0,782.0,1
2023-03-17 10:30:00,OANDA:XAUUSD,1931.0,1931.285,1929.58,1931.07,979.0,1
2023-03-17 11:00:00,OANDA:XAUUSD,1931.07,1932.925,1929.155,1929.565,1268.0,1
2023-03-17 11:30:00,OANDA:XAUUSD,1929.565,1931.72,1928.105,1931.38,1046.0,0
2023-03-17 12:00:00,OANDA:XAUUSD,1931.38,1934.48,1930.76,1932.525,1264.0,1
2023-03-17 12:30:00,OANDA:XAUUSD,1932.525,1933.725,1929.015,1929.58,1900.0,0
2023-03-17 13:00:00,OANDA:XAUUSD,1929.58,1932.52,1929.255,1930.435,1718.0,0
2023-03-17 13:30:00,OANDA:XAUUSD,1930.435,1931.21,1927.435,1930.11,2001.0,0
2023-03-17 14:00:00,OANDA:XAUUSD,1930.11,1931.585,1928.445,1928.785,1933.0,0
2023-03-17 14:30:00,OANDA:XAUUSD,1928.785,1932.63,1928.175,1932.05,1469.0,0
2023-03-17 15:00:00,OANDA:XAUUSD,1932.05,1932.985,1930.975,1932.32,1226.0,0
2023-03-17 15:30:00,OANDA:XAUUSD,1932.32,1933.53,1931.03,1931.8,1310.0,0
2023-03-17 16:00:00,OANDA:XAUUSD,1931.8,1931.955,1929.755,1930.745,997.0,0
2023-03-17 16:30:00,OANDA:XAUUSD,1930.745,1937.235,1929.345,1935.56,1785.0,0
2023-03-17 17:00:00,OANDA:XAUUSD,1935.56,1936.03,1933.915,1935.1,1841.0,0
2023-03-17 17:30:00,OANDA:XAUUSD,1935.1,1941.23,1934.97,1940.83,2724.0,0
2023-03-17 18:00:00,OANDA:XAUUSD,1940.83,1946.115,1940.725,1945.045,3065.0,0
2023-03-17 18:30:00,OANDA:XAUUSD,1945.045,1951.595,1944.515,1947.135,3522.0,0
2023-03-17 19:00:00,OANDA:XAUUSD,1947.135,1952.21,1944.46,1950.77,4803.0,0
2023-03-17 19:30:00,OANDA:XAUUSD,1950.77,1954.96,1949.82,1954.895,5647.0,0
2023-03-17 20:00:00,OANDA:XAUUSD,1954.895,1964.975,1954.345,1962.355,5372.0,0
2023-03-17 20:30:00,OANDA:XAUUSD,1962.355,1964.63,1955.815,1961.495,4428.0,0
2023-03-17 21:00:00,OANDA:XAUUSD,1961.495,1963.155,1957.765,1959.365,3517.0,0
2023-03-17 21:30:00,OANDA:XAUUSD,1959.365,1961.215,1956.57,1957.38,3198.0,0
2023-03-17 22:00:00,OANDA:XAUUSD,1957.38,1962.445,1955.395,1961.87,2111.0,0
2023-03-17 22:30:00,OANDA:XAUUSD,1961.87,1968.78,1961.55,1968.58,2908.0,0
2023-03-17 23:00:00,OANDA:XAUUSD,1968.58,1975.275,1968.1,1972.925,2500.0,0
2023-03-17 23:30:00,OANDA:XAUUSD,1972.925,1980.46,1970.46,1980.425,3349.0,0
2023-03-18 00:00:00,OANDA:XAUUSD,1980.425,1987.785,1976.58,1983.685,3012.0,1
2023-03-18 00:30:00,OANDA:XAUUSD,1983.685,1984.77,1974.285,1977.895,3339.0,0
2023-03-18 01:00:00,OANDA:XAUUSD,1977.895,1979.22,1973.83,1976.31,3994.0,0
2023-03-18 01:30:00,OANDA:XAUUSD,1976.31,1980.21,1975.345,1980.2,1768.0,1
2023-03-18 02:00:00,OANDA:XAUUSD,1980.2,1988.335,1979.875,1988.305,2465.0,1
2023-03-20 03:30:00,OANDA:XAUUSD,1988.305,1988.305,1980.51,1983.72,3289.0,1
2023-03-20 04:00:00,OANDA:XAUUSD,1983.72,1983.72,1975.035,1977.4,2531.0,1
2023-03-20 04:30:00,OANDA:XAUUSD,1977.4,1979.66,1977.14,1979.425,1360.0,1
2023-03-20 05:00:00,OANDA:XAUUSD,1979.425,1979.555,1975.95,1977.11,1360.0,1
2023-03-20 05:30:00,OANDA:XAUUSD,1977.11,1978.51,1976.015,1976.585,2302.0,1
2023-03-20 06:00:00,OANDA:XAUUSD,1976.585,1977.065,1971.945,1972.215,3132.0,0
2023-03-20 06:30:00,OANDA:XAUUSD,1972.215,1972.324,1968.185,1971.285,3452.0,0
2023-03-20 07:00:00,OANDA:XAUUSD,1971.285,1972.715,1969.28,1969.76,2983.0,0
2023-03-20 07:30:00,OANDA:XAUUSD,1969.76,1971.69,1969.3,1971.02,1704.0,0
2023-03-20 08:00:00,OANDA:XAUUSD,1971.02,1975.54,1970.66,1974.905,1524.0,0
2023-03-20 08:30:00,OANDA:XAUUSD,1974.905,1975.475,1972.92,1973.955,1861.0,0
2023-03-20 09:00:00,OANDA:XAUUSD,1973.955,1974.695,1972.605,1973.36,1334.0,0
2023-03-20 09:30:00,OANDA:XAUUSD,1973.36,1975.065,1973.3,1974.33,1042.0,0
2023-03-20 10:00:00,OANDA:XAUUSD,1974.33,1975.53,1973.125,1974.96,1089.0,0
2023-03-20 10:30:00,OANDA:XAUUSD,1974.96,1976.175,1974.525,1975.84,1088.0,0
2023-03-20 11:00:00,OANDA:XAUUSD,1975.84,1988.67,1974.97,1988.15,1599.0,0
2023-03-20 11:30:00,OANDA:XAUUSD,1988.15,1993.405,1981.94,1990.135,4544.0,0
2023-03-20 12:00:00,OANDA:XAUUSD,1990.135,1991.48,1985.45,1988.675,4634.0,1
2023-03-20 12:30:00,OANDA:XAUUSD,1988.675,2008.145,1988.675,2006.195,7241.0,1
2023-03-20 13:00:00,OANDA:XAUUSD,2006.195,2009.85,2002.235,2003.53,4872.0,1
2023-03-20 13:30:00,OANDA:XAUUSD,2003.53,2005.125,1995.665,2003.93,6163.0,1
2023-03-20 14:00:00,OANDA:XAUUSD,2003.93,2006.23,1995.89,1996.395,4217.0,1
2023-03-20 14:30:00,OANDA:XAUUSD,1996.395,1999.42,1990.75,1992.4,3858.0,1
2023-03-20 15:00:00,OANDA:XAUUSD,1992.4,1992.72,1983.99,1984.88,3820.0,1
2023-03-20 15:30:00,OANDA:XAUUSD,1984.88,1988.675,1981.625,1983.65,4224.0,1
2023-03-20 16:00:00,OANDA:XAUUSD,1983.65,1984.83,1973.965,1980.735,5544.0,1
2023-03-20 16:30:00,OANDA:XAUUSD,1980.735,1986.055,1979.67,1981.11,5155.0,1
2023-03-20 17:00:00,OANDA:XAUUSD,1981.11,1984.255,1979.145,1983.935,3552.0,1
2023-03-20 17:30:00,OANDA:XAUUSD,1983.935,1986.645,1981.185,1986.26,3425.0,1
2023-03-20 18:00:00,OANDA:XAUUSD,1986.26,1986.435,1972.53,1974.565,4486.0,1
2023-03-20 18:30:00,OANDA:XAUUSD,1974.565,1982.3,1974.565,1981.415,3531.0,1
2023-03-20 19:00:00,OANDA:XAUUSD,1981.415,1984.895,1977.405,1978.025,7633.0,1
2023-03-20 19:30:00,OANDA:XAUUSD,1978.025,1978.34,1965.99,1967.34,5207.0,0
2023-03-20 20:00:00,OANDA:XAUUSD,1967.34,1973.055,1967.34,1970.75,3865.0,0
2023-03-20 20:30:00,OANDA:XAUUSD,1970.75,1971.745,1967.345,1971.33,2862.0,0
2023-03-20 21:00:00,OANDA:XAUUSD,1971.33,1973.91,1969.185,1973.825,2184.0,0
2023-03-20 21:30:00,OANDA:XAUUSD,1973.825,1981.01,1973.01,1978.92,2522.0,0
2023-03-20 22:00:00,OANDA:XAUUSD,1978.92,1979.0,1974.065,1974.87,1874.0,0
2023-03-20 22:30:00,OANDA:XAUUSD,1974.87,1978.47,1974.265,1978.455,1965.0,0
2023-03-20 23:00:00,OANDA:XAUUSD,1978.455,1979.175,1976.135,1977.645,1254.0,0
2023-03-20 23:30:00,OANDA:XAUUSD,1977.645,1982.055,1976.275,1981.89,1104.0,1
2023-03-21 00:00:00,OANDA:XAUUSD,1981.89,1984.15,1981.3,1983.8,1566.0,1
2023-03-21 00:30:00,OANDA:XAUUSD,1983.8,1984.41,1979.605,1982.545,1774.0,1
2023-03-21 01:00:00,OANDA:XAUUSD,1982.545,1983.92,1977.15,1977.265,1847.0,1
2023-03-21 01:30:00,OANDA:XAUUSD,1977.265,1979.575,1977.25,1978.555,801.0,1
2023-03-21 02:00:00,OANDA:XAUUSD,1978.555,1979.56,1978.34,1978.975,914.0,0
2023-03-21 03:30:00,OANDA:XAUUSD,1978.975,1980.125,1978.625,1979.41,425.0,0
2023-03-21 04:00:00,OANDA:XAUUSD,1979.41,1979.485,1978.285,1978.445,147.0,0
2023-03-21 04:30:00,OANDA:XAUUSD,1978.445,1979.06,1977.97,1978.415,677.0,0
2023-03-21 05:00:00,OANDA:XAUUSD,1978.415,1978.415,1976.38,1976.705,555.0,0
2023-03-21 05:30:00,OANDA:XAUUSD,1976.705,1979.525,1975.52,1976.42,1165.0,0
2023-03-21 06:00:00,OANDA:XAUUSD,1976.42,1982.675,1976.42,1980.47,1723.0,0
2023-03-21 06:30:00,OANDA:XAUUSD,1980.47,1982.95,1979.34,1980.995,1640.0,0
2023-03-21 07:00:00,OANDA:XAUUSD,1980.995,1982.235,1980.07,1980.215,1201.0,0
2023-03-21 07:30:00,OANDA:XAUUSD,1980.215,1980.805,1979.255,1980.4,1522.0,0
2023-03-21 08:00:00,OANDA:XAUUSD,1980.4,1984.6,1979.805,1983.335,1181.0,1
2023-03-21 08:30:00,OANDA:XAUUSD,1983.335,1983.335,1982.05,1982.79,929.0,1
2023-03-21 09:00:00,OANDA:XAUUSD,1982.79,1985.22,1982.79,1983.92,544.0,1
2023-03-21 09:30:00,OANDA:XAUUSD,1983.92,1983.92,1981.795,1981.945,669.0,1
2023-03-21 10:00:00,OANDA:XAUUSD,1981.945,1982.41,1981.125,1981.45,678.0,1
2023-03-21 10:30:00,OANDA:XAUUSD,1981.45,1982.63,1980.1,1980.825,673.0,1
2023-03-21 11:00:00,OANDA:XAUUSD,1980.825,1982.915,1980.27,1982.595,1070.0,1
2023-03-21 11:30:00,OANDA:XAUUSD,1982.595,1983.315,1976.875,1977.035,1302.0,1
2023-03-21 12:00:00,OANDA:XAUUSD,1977.035,1977.035,1971.865,1973.43,2128.0,1
2023-03-21 12:30:00,OANDA:XAUUSD,1973.43,1978.9,1973.325,1975.55,2899.0,1
2023-03-21 13:00:00,OANDA:XAUUSD,1975.55,1977.44,1970.305,1970.365,2323.0,1
2023-03-21 13:30:00,OANDA:XAUUSD,1970.365,1970.92,1962.95,1967.68,3581.0,0
2023-03-21 14:00:00,OANDA:XAUUSD,1967.68,1968.94,1964.595,1966.395,1601.0,0
2023-03-21 14:30:00,OANDA:XAUUSD,1966.395,1968.215,1965.475,1967.46,1257.0,1
2023-03-21 15:00:00,OANDA:XAUUSD,1967.46,1969.91,1967.07,1969.04,1134.0,1
2023-03-21 15:30:00,OANDA:XAUUSD,1969.04,1969.495,1965.88,1967.025,982.0,1
2023-03-21 16:00:00,OANDA:XAUUSD,1967.025,1968.82,1964.425,1968.82,1287.0,1
2023-03-21 16:30:00,OANDA:XAUUSD,1968.82,1969.375,1966.575,1968.375,1024.0,1
2023-03-21 17:00:00,OANDA:XAUUSD,1968.375,1968.975,1965.885,1966.405,1147.0,1
2023-03-21 17:30:00,OANDA:XAUUSD,1966.405,1967.175,1960.535,1963.675,2516.0,1
2023-03-21 18:00:00,OANDA:XAUUSD,1963.675,1966.675,1961.345,1963.665,2024.0,1
2023-03-21 18:30:00,OANDA:XAUUSD,1963.665,1965.865,1958.84,1965.105,2867.0,1
2023-03-21 19:00:00,OANDA:XAUUSD,1965.105,1965.8,1952.1,1952.96,4282.0,1
2023-03-21 19:30:00,OANDA:XAUUSD,1952.96,1954.745,1945.325,1952.465,4997.0,1
2023-03-21 20:00:00,OANDA:XAUUSD,1952.465,1955.025,1949.77,1953.195,3797.0,1
2023-03-21 20:30:00,OANDA:XAUUSD,1953.195,1953.33,1947.615,1948.83,5720.0,1
2023-03-21 21:00:00,OANDA:XAUUSD,1948.83,1949.605,1943.25,1948.25,4199.0,1
2023-03-21 21:30:00,OANDA:XAUUSD,1948.25,1949.065,1943.14,1943.66,2814.0,1
2023-03-21 22:00:00,OANDA:XAUUSD,1943.66,1944.695,1940.225,1944.39,2357.0,1
2023-03-21 22:30:00,OANDA:XAUUSD,1944.39,1944.91,1936.7,1938.28,2454.0,0
2023-03-21 23:00:00,OANDA:XAUUSD,1938.28,1941.605,1936.7,1941.53,1600.0,1
2023-03-21 23:30:00,OANDA:XAUUSD,1941.53,1942.235,1938.875,1939.42,1078.0,0
2023-03-22 00:00:00,OANDA:XAUUSD,1939.42,1939.705,1935.465,1936.77,1647.0,0
2023-03-22 00:30:00,OANDA:XAUUSD,1936.77,1939.86,1936.09,1938.525,729.0,0
2023-03-22 01:00:00,OANDA:XAUUSD,1938.525,1940.75,1937.26,1940.265,584.0,0
2023-03-22 01:30:00,OANDA:XAUUSD,1940.265,1940.54,1939.38,1940.475,743.0,0
2023-03-22 02:00:00,OANDA:XAUUSD,1940.475,1940.84,1939.865,1940.52,700.0,0
2023-03-22 03:30:00,OANDA:XAUUSD,1940.52,1942.545,1939.59,1942.28,412.0,0
2023-03-22 04:00:00,OANDA:XAUUSD,1942.28,1942.305,1940.975,1941.2,347.0,0
2023-03-22 04:30:00,OANDA:XAUUSD,1941.2,1943.905,1941.2,1943.46,513.0,1
2023-03-22 05:00:00,OANDA:XAUUSD,1943.46,1944.03,1942.585,1943.185,518.0,1
2023-03-22 05:30:00,OANDA:XAUUSD,1943.185,1944.365,1942.415,1943.02,676.0,1
2023-03-22 06:00:00,OANDA:XAUUSD,1943.02,1944.765,1942.46,1943.56,719.0,1
2023-03-22 06:30:00,OANDA:XAUUSD,1943.56,1946.305,1942.99,1944.25,1602.0,1
2023-03-22 07:00:00,OANDA:XAUUSD,1944.25,1945.335,1942.945,1943.97,1404.0,1
2023-03-22 07:30:00,OANDA:XAUUSD,1943.97,1943.97,1940.23,1941.34,1396.0,1
2023-03-22 08:00:00,OANDA:XAUUSD,1941.34,1943.205,1939.07,1939.51,2064.0,0
2023-03-22 08:30:00,OANDA:XAUUSD,1939.51,1941.71,1938.26,1940.525,1421.0,0
2023-03-22 09:00:00,OANDA:XAUUSD,1940.525,1941.975,1939.375,1939.665,1297.0,0
2023-03-22 09:30:00,OANDA:XAUUSD,1939.665,1939.665,1937.995,1938.655,821.0,1
2023-03-22 10:00:00,OANDA:XAUUSD,1938.655,1940.12,1938.3,1939.39,938.0,0
2023-03-22 10:30:00,OANDA:XAUUSD,1939.39,1941.26,1938.39,1939.6,1068.0,0
2023-03-22 11:00:00,OANDA:XAUUSD,1939.6,1940.905,1938.085,1939.86,708.0,0
2023-03-22 11:30:00,OANDA:XAUUSD,1939.86,1942.095,1939.13,1941.795,857.0,0
2023-03-22 12:00:00,OANDA:XAUUSD,1941.795,1943.63,1941.185,1942.48,1329.0,0
2023-03-22 12:30:00,OANDA:XAUUSD,1942.48,1942.915,1934.345,1936.095,3017.0,0
2023-03-22 13:00:00,OANDA:XAUUSD,1936.095,1941.305,1935.735,1939.73,2586.0,0
2023-03-22 13:30:00,OANDA:XAUUSD,1939.73,1945.15,1939.62,1944.98,2624.0,1
2023-03-22 14:00:00,OANDA:XAUUSD,1944.98,1945.325,1940.5,1941.94,2641.0,0
2023-03-22 14:30:00,OANDA:XAUUSD,1941.94,1944.85,1941.935,1943.175,1452.0,1
2023-03-22 15:00:00,OANDA:XAUUSD,1943.175,1945.68,1942.94,1944.18,1477.0,1
2023-03-22 15:30:00,OANDA:XAUUSD,1944.18,1945.365,1943.475,1943.87,989.0,1
2023-03-22 16:00:00,OANDA:XAUUSD,1943.87,1944.115,1940.3,1942.72,1520.0,0
2023-03-22 16:30:00,OANDA:XAUUSD,1942.72,1943.54,1940.305,1942.21,1093.0,0
2023-03-22 17:00:00,OANDA:XAUUSD,1942.21,1943.37,1939.865,1942.54,940.0,0
2023-03-22 17:30:00,OANDA:XAUUSD,1942.54,1943.57,1939.795,1941.58,1988.0,0
2023-03-22 18:00:00,OANDA:XAUUSD,1941.58,1941.83,1937.13,1937.59,1398.0,0
2023-03-22 18:30:00,OANDA:XAUUSD,1937.59,1941.13,1937.435,1940.9,3147.0,0
2023-03-22 19:00:00,OANDA:XAUUSD,1940.9,1944.49,1939.45,1942.95,3231.0,0
2023-03-22 19:30:00,OANDA:XAUUSD,1942.95,1945.735,1942.595,1944.41,2326.0,0
2023-03-22 20:00:00,OANDA:XAUUSD,1944.41,1951.67,1943.45,1950.705,2862.0,1
2023-03-22 20:30:00,OANDA:XAUUSD,1950.705,1952.005,1947.52,1949.18,2986.0,0
2023-03-22 21:00:00,OANDA:XAUUSD,1949.18,1949.18,1946.67,1947.36,1737.0,0
2023-03-22 21:30:00,OANDA:XAUUSD,1947.36,1948.645,1945.73,1948.555,1542.0,0
2023-03-22 22:00:00,OANDA:XAUUSD,1948.555,1949.91,1947.935,1949.155,892.0,0
2023-03-22 22:30:00,OANDA:XAUUSD,1949.155,1950.9,1945.285,1946.28,1654.0,0
2023-03-22 23:00:00,OANDA:XAUUSD,1946.28,1949.48,1945.03,1946.385,1620.0,0
2023-03-22 23:30:00,OANDA:XAUUSD,1946.385,1966.55,1946.284,1960.025,9158.0,0
2023-03-23 00:00:00,OANDA:XAUUSD,1960.025,1978.915,1955.205,1970.995,8110.0,1
2023-03-23 00:30:00,OANDA:XAUUSD,1970.995,1971.045,1954.31,1968.08,7616.0,1
2023-03-23 01:00:00,OANDA:XAUUSD,1968.08,1975.39,1963.52,1972.745,5921.0,1
2023-03-23 01:30:00,OANDA:XAUUSD,1972.745,1975.2,1967.675,1968.2,1729.0,0
2023-03-23 02:00:00,OANDA:XAUUSD,1968.2,1970.185,1966.955,1970.015,1295.0,0
2023-03-23 03:30:00,OANDA:XAUUSD,1970.015,1970.015,1964.615,1966.974,1094.0,0
2023-03-23 04:00:00,OANDA:XAUUSD,1966.974,1968.365,1965.51,1965.56,944.0,0
2023-03-23 04:30:00,OANDA:XAUUSD,1965.56,1968.475,1965.56,1967.56,1105.0,0
2023-03-23 05:00:00,OANDA:XAUUSD,1967.56,1970.29,1966.29,1969.725,619.0,0
2023-03-23 05:30:00,OANDA:XAUUSD,1969.725,1972.95,1969.7,1970.525,1056.0,0
2023-03-23 06:00:00,OANDA:XAUUSD,1970.525,1973.875,1969.93,1972.945,1256.0,0
2023-03-23 06:30:00,OANDA:XAUUSD,1972.945,1973.255,1968.24,1969.675,2507.0,0
2023-03-23 07:00:00,OANDA:XAUUSD,1969.675,1969.88,1966.37,1969.155,1445.0,0
2023-03-23 07:30:00,OANDA:XAUUSD,1969.155,1974.185,1968.96,1974.07,1081.0,0
2023-03-23 08:00:00,OANDA:XAUUSD,1974.07,1976.23,1973.695,1975.375,1376.0,0
2023-03-23 08:30:00,OANDA:XAUUSD,1975.375,1976.365,1973.35,1973.64,1665.0,0
2023-03-23 09:00:00,OANDA:XAUUSD,1973.64,1977.685,1973.5,1976.935,1087.0,0
2023-03-23 09:30:00,OANDA:XAUUSD,1976.935,1977.595,1975.515,1976.3,1119.0,0
2023-03-23 10:00:00,OANDA:XAUUSD,1976.3,1978.26,1975.035,1977.845,780.0,1
2023-03-23 10:30:00,OANDA:XAUUSD,1977.845,1978.39,1976.215,1978.065,868.0,1
2023-03-23 11:00:00,OANDA:XAUUSD,1978.065,1980.925,1976.535,1977.165,1516.0,1
2023-03-23 11:30:00,OANDA:XAUUSD,1977.165,1983.625,1976.695,1982.4,1923.0,1
2023-03-23 12:00:00,OANDA:XAUUSD,1982.4,1982.42,1978.18,1978.27,1157.0,1
2023-03-23 12:30:00,OANDA:XAUUSD,1978.27,1983.7,1976.7,1982.82,3021.0,1
2023-03-23 13:00:00,OANDA:XAUUSD,1982.82,1982.84,1974.975,1976.935,2548.0,0
2023-03-23 13:30:00,OANDA:XAUUSD,1976.935,1978.88,1974.34,1975.795,2410.0,0
2023-03-23 14:00:00,OANDA:XAUUSD,1975.795,1977.605,1974.79,1976.57,1869.0,0
2023-03-23 14:30:00,OANDA:XAUUSD,1976.57,1978.075,1975.045,1977.145,2022.0,0
2023-03-23 15:00:00,OANDA:XAUUSD,1977.145,1978.94,1975.275,1978.165,1463.0,1
2023-03-23 15:30:00,OANDA:XAUUSD,1978.165,1980.35,1976.345,1979.66,1975.0,1
2023-03-23 16:00:00,OANDA:XAUUSD,1979.66,1980.795,1977.725,1977.725,2224.0,0
2023-03-23 16:30:00,OANDA:XAUUSD,1977.725,1978.71,1975.6,1977.345,2340.0,0
2023-03-23 17:00:00,OANDA:XAUUSD,1977.345,1978.73,1975.95,1978.5,2040.0,0
2023-03-23 17:30:00,OANDA:XAUUSD,1978.5,1980.46,1977.16,1977.805,2566.0,0
2023-03-23 18:00:00,OANDA:XAUUSD,1977.805,1978.57,1966.59,1972.0,3191.0,0
2023-03-23 18:30:00,OANDA:XAUUSD,1972.0,1978.95,1971.465,1978.66,2805.0,0
2023-03-23 19:00:00,OANDA:XAUUSD,1978.66,1985.095,1975.305,1984.135,5394.0,0
2023-03-23 19:30:00,OANDA:XAUUSD,1984.135,1984.535,1979.05,1984.385,3019.0,0
2023-03-23 20:00:00,OANDA:XAUUSD,1984.385,1984.48,1979.195,1979.195,2384.0,0
2023-03-23 20:30:00,OANDA:XAUUSD,1979.195,1986.73,1977.78,1985.86,2252.0,0
2023-03-23 21:00:00,OANDA:XAUUSD,1985.86,1987.13,1982.19,1984.165,1818.0,0
2023-03-23 21:30:00,OANDA:XAUUSD,1984.165,1993.05,1982.795,1992.73,1817.0,0
2023-03-23 22:00:00,OANDA:XAUUSD,1992.73,1995.235,1992.215,1994.275,1499.0,0
2023-03-23 22:30:00,OANDA:XAUUSD,1994.275,1995.21,1990.86,1993.3,1546.0,0
2023-03-23 23:00:00,OANDA:XAUUSD,1993.3,1999.765,1992.915,1999.695,1629.0,1
2023-03-23 23:30:00,OANDA:XAUUSD,1999.695,2002.335,1998.705,1999.61,2039.0,1
2023-03-24 00:00:00,OANDA:XAUUSD,1999.61,2003.36,1992.69,1993.42,3021.0,1
2023-03-24 00:30:00,OANDA:XAUUSD,1993.42,1999.275,1988.15,1995.07,5900.0,1
2023-03-24 01:00:00,OANDA:XAUUSD,1995.07,1998.375,1993.775,1997.9,3102.0,1
2023-03-24 01:30:00,OANDA:XAUUSD,1997.9,1998.95,1994.46,1995.14,1043.0,1
2023-03-24 02:00:00,OANDA:XAUUSD,1995.14,1995.31,1992.63,1993.495,1331.0,0
2023-03-24 03:30:00,OANDA:XAUUSD,1993.495,1993.705,1990.79,1990.79,416.0,0
